max_new_tokens,speedup,acceptance_rate,avg_accepted_tokens,tokens_per_second,sd_time_s,vanilla_time_s
128,0.6527235064623723,0.48191016235436007,1.6395971845100612,335.46151863944027,25.79748298699347,12.501680961548507
256,0.6416352670614145,0.408727591358202,1.3434251592373203,330.50829424937126,54.07562430386897,24.940079889729773
512,0.6316037464866411,0.37535103179080254,1.2243629975858703,315.2739176714611,110.40864235975003,50.01689344137286
